"","WKT","ID","NAME","NAME_EN","TYPE","point"
"2925","44.5330217976486 40.2257332059098",52656,"??????","Arahet","restaurant/cafe",6
"2926","44.5340659993349 40.2216988033706",52657,"????? ?????????? ???????","Saint Astvatsatsin Church","place_of_worship",3
"2927","44.5371620429616 40.2233588224357",52660,"N85 ?. ????????????? ????? ?????","","School/kindergarten",7
"2928","44.542320169323 40.2101029826312",52679,"??????????","Yerankyuni","supermarket/shop(food)",10
"2929","44.540305966793 40.219294783321",52681,"????????? ??????? ??????????? ??????","Interpol","state institutions/NGO",4
"2930","44.5410285716075 40.2195863047915",52682,"Music school","","School/kindergarten",7
"2931","44.5418897864704 40.2203225795514",52685,"","","supermarket/shop(food)",10
"2932","44.541950063426 40.2205625839135",52686,"HayPost 0052","","post_office",3
"2933","44.54234702895 40.2204913852232",52687,"?????????","","mall/shop(non-food)",14
"2934","44.5426930599975 40.220749017124",52688,"?????????","""Valentina""","beauty_salon",4
"2935","44.5505384066998 40.2134363077709",52691,"","","bus_stop",4
"2936","44.5526774750543 40.2174766899411",52695,"","","supermarket/shop(food)",10
"2937","44.5499297082633 40.2188358916887",52697,"«??? ????»","""Nor Zovq""","supermarket/shop(food)",10
"2938","44.5578718933532 40.2187585863201",52699,"Play City","","playground/attraction",4
"2939","44.5387176555391 40.2210901926862",52700,"?117","","School/kindergarten",7
"2940","44.5449914894834 40.2233512090207",52704,"?????","""Luys""","supermarket/shop(food)",10
"2941","44.545960951338 40.2234355052522",52706,"School No21 (Russian)","","School/kindergarten",7
"2942","44.5454004924323 40.2241209140855",52707,"???? ??????? ????????? ??????????","","place_of_worship",3
"2943","44.5461496873792 40.2241847699941",52708,"","","supermarket/shop(food)",10
"2944","44.5462196661399 40.2244980814641",52709,"HayPost 0091","","post_office",3
"2945","44.5462958432759 40.2245517859774",52710,"???","","bank/atm",10
"2946","44.5464402923736 40.2246438997496",52711,"","","supermarket/shop(food)",10
"2947","44.5465304832282 40.2247273027294",52712,"Toto","Toto","bookmaker",1
"2948","44.5466266029635 40.2248050814026",52713,"GoodWin","","bookmaker",1
"2949","44.5473634011596 40.225664413198",52715,"","","healthcare",10
"2950","44.5475752239036 40.2253686654697",52716,"""Agat""","","supermarket/shop(food)",10
"2951","44.5476341533862 40.2254823830932",52717,"","","healthcare",10
"2952","44.5476623604861 40.2255356067162",52718,"VIVA CELL MTS (Qanaqer)","","mall/shop(non-food)",14
"2953","44.5476973049507 40.2255816972426",52719,"Rosgostrakh","","state institutions/NGO",4
"2954","44.5481310115699 40.2259535067261",52720,"ABB (Qanaker)","","bank/atm",10
"2955","44.5480441444819 40.226279155562",52721,"","","healthcare",10
"2956","44.5420163590939 40.2299321725239",52724,"????","Etna","restaurant/cafe",6
"2957","44.5487097961074 40.226499591775",52726,"""First Bakery""","","supermarket/shop(food)",10
"2958","44.5602199098428 40.2226229922126",52730,"""Eldorado"" (Avan)","","mall/shop(non-food)",14
"2959","44.5301683889801 40.2450373969034",52760,"","","supermarket/shop(food)",10
"2960","44.5347211406716 40.2458981861468",52762,"","","supermarket/shop(food)",10
"2961","44.5335907007181 40.2474804080788",52764,"","","supermarket/shop(food)",10
"2962","44.5381827087874 40.2490444923154",52765,"","","supermarket/shop(food)",10
"2963","44.5552217734335 40.233327066487",52796,"","","playground/attraction",4
"2964","44.5624962407728 40.170541759098",52825,"Don","","supermarket/shop(food)",10
"2965","44.5637062714605 40.1707463828776",52827,"","","playground/attraction",4
"2966","44.5659176541954 40.1703068631433",52828,"HayPost 0059","","post_office",3
"2967","44.5650297593686 40.1709484662732",52830,"Levon&Lamara","","healthcare",10
"2968","44.5631804875247 40.1730812880311",52832,"???","VTB","bank/atm",10
"2969","44.5638261067194 40.1719415079657",52834,"","","supermarket/shop(food)",10
"2970","44.5640010087052 40.1720765940104",52835,"VG","","supermarket/shop(food)",10
"2971","44.563475314601 40.1732607132725",52836,"??????","","bus_stop",4
"2972","44.5653376120165 40.1730197177452",52838,"","Urartu","supermarket/shop(food)",10
"2973","44.5608942751266 40.1762604902702",52842,"?????????","Unibank","bank/atm",10
"2974","44.5610114154397 40.1766704577298",52843,"??????????? 22","Clinic 22","healthcare",10
"2975","44.5633706608704 40.1767401924472",52847,"??? ????????? ???????","","School/kindergarten",7
"2976","44.5643240428814 40.1766227552982",52848,"HayPost 0092","","post_office",3
"2977","44.566983325617 40.1716296009492",52850,"??????????? # 197","Kindergarten No120","School/kindergarten",7
"2978","44.5672629711649 40.1722466180859",52851,"","","supermarket/shop(food)",10
"2979","44.5681947037776 40.1730716097624",52854,"??????","Liaton","supermarket/shop(food)",10
"2980","44.5682857031159 40.1731154022011",52855,"HayPost 0059","","post_office",3
"2981","44.5686505089528 40.1732511723095",52856,"??????????? #22","","healthcare",10
"2982","44.5694715691225 40.1718797993629",52857,"Scholl N198","","School/kindergarten",7
"2983","44.5692480682798 40.1729604125341",52859,"???????? ???????","","School/kindergarten",7
"2984","44.5689519835621 40.17374846748",52861,"??????","","bus_stop",4
"2985","44.5691878811557 40.1740876145186",52862,"????????","Pharmacy","healthcare",10
"2986","44.566545576579 40.1752833671483",52864,"??????","Bus stop","bus_stop",4
"2987","44.5669986868083 40.1756831821523",52867,"Arvayu","","beauty_salon",4
"2988","44.5670646231502 40.175718667765",52868,"Arvayu","","beauty_salon",4
"2989","44.5670567179757 40.1757310911569",52869,"Arvayu1","","mall/shop(non-food)",14
"2990","44.5671333442694 40.1757656844573",52870,"Arvayu1","","mall/shop(non-food)",14
"2991","44.568872392828 40.1753921582453",52873,"??? ?????????","San Armenius","restaurant/cafe",6
"2992","44.5716499836865 40.1727275155265",52875,"HayPost 0049","","post_office",3
"2993","44.5739011617885 40.1735533936736",52877,"Convenience Store","","supermarket/shop(food)",10
"2994","44.5720182031214 40.1763245971818",52878,"???????","","supermarket/shop(food)",10
"2995","44.5721076753237 40.1763882922117",52879,"????????","","supermarket/shop(food)",10
"2996","44.5726183675627 40.1768159670982",52880,"","","beauty_salon",4
"2997","44.5740057256875 40.1759925995976",52881,"","","beauty_salon",4
"2998","44.5615979254887 40.1795744774186",52887,"?&?","H&K market","supermarket/shop(food)",10
"2999","44.5611592781355 40.1801803724042",52888,"??????","Bus stop","bus_stop",4
"3000","44.5614621002177 40.1801593020645",52889,"??????","Bus stop","bus_stop",4
"3001","44.5692248917455 40.1795565640387",52894,"","","supermarket/shop(food)",10
"3002","44.5662666496833 40.1799833953575",52897,"??????","","beauty_salon",4
"3003","44.5665826770003 40.1817626195445",52898,"","","mall/shop(non-food)",14
"3004","44.5672508439086 40.1824260762097",52900,"","","beauty_salon",4
"3005","44.5682476145479 40.1823205906712",52901,"","","bank/atm",10
"3006","44.5681112502877 40.1823501019314",52903,"??? supermarket","Arev Supermarket","supermarket/shop(food)",10
"3007","44.568167574656 40.1823409054005",52904,"","","healthcare",10
"3008","44.5683772414434 40.1823763189006",52905,"","","supermarket/shop(food)",10
"3009","44.5700831421679 40.182425458533",52908,"","","supermarket/shop(food)",10
"3010","44.5702792443944 40.1820869022154",52909,"","","mall/shop(non-food)",14
"3011","44.570750590424 40.1821109917233",52911,"","","healthcare",10
"3012","44.5702018096169 40.1822287625281",52912,"","","bus_stop",4
"3013","44.5708907276083 40.1819818965678",52913,"Agora","","supermarket/shop(food)",10
"3014","44.5709518130476 40.1819922598775",52914,"","","bank/atm",10
"3015","44.5709093227347 40.1822860693435",52915,"","","bus_stop",4
"3016","44.5710595210502 40.1822205954451",52916,"","","supermarket/shop(food)",10
"3017","44.5710678753824 40.1824702743957",52917,"??? ????","Nor Zovq","supermarket/shop(food)",10
"3018","44.5653328509455 40.1833473690879",52922,"Chaldon","","restaurant/cafe",6
"3019","44.5638999482358 40.1849813566499",52923,"HayPost 0090","","post_office",3
"3020","44.5632884650219 40.186448679489",52926,"","","healthcare",10
"3021","44.5637657399323 40.1859831831454",52930,"?????","Arsel","mall/shop(non-food)",14
"3022","44.5640526618341 40.1862287992612",52931,"","","healthcare",10
"3023","44.5642396012447 40.1865735112986",52934,"?????","Titan","supermarket/shop(food)",10
"3024","44.565541529586 40.1863482099602",52939,"??????????? 3","Kindengarten No3","School/kindergarten",7
"3025","44.5643235038922 40.1866947743043",52940,"Unibank ATM","","bank/atm",10
"3026","44.5644335475145 40.1867533812481",52941,"","","mall/shop(non-food)",14
"3027","44.5645720677313 40.1869485543584",52942,"","","bank/atm",10
"3028","44.5647299915583 40.1871256096478",52943,"??????","Evrika","supermarket/shop(food)",10
"3029","44.5650801548561 40.1874822579886",52946,"VTB","","bank/atm",10
"3030","44.5650574274794 40.187538599608",52947,"Gideon Richter","","healthcare",10
"3031","44.5673538806717 40.1825842698947",52948,"","","bus_stop",4
"3032","44.5673881963155 40.1828039560446",52949,"","","mall/shop(non-food)",14
"3033","44.5678610694811 40.182640821474",52951,"","","bus_stop",4
"3034","44.5684007773038 40.1826174870902",52952,"ABB","","bank/atm",10
"3035","44.5684406625024 40.1826468609602",52953,"","","healthcare",10
"3036","44.5681112502877 40.1827423945804",52954,"HayPost 0079","","post_office",3
"3037","44.5682373737536 40.1826673814834",52955,"","","supermarket/shop(food)",10
"3038","44.5684004179777 40.1831576760169",52956,"AVA","","supermarket/shop(food)",10
"3039","44.5671182525727 40.1848762182259",52957,"?????? ????????? ????? ???????","A. Shirakatsi college","School/kindergarten",7
"3040","44.5713771653347 40.1835925143404",52960,"","","supermarket/shop(food)",10
"3041","44.5692463614807 40.1854544089138",52967,"","","supermarket/shop(food)",10
"3042","44.5715307772483 40.1879423226571",52985,"","","playground/attraction",4
"3043","44.5717138539032 40.1822792062544",52990,"","Beeline","mall/shop(non-food)",14
"3044","44.5718725862139 40.1868581050051",53002,"35 ???????","","bus_stop",4
"3045","44.5772218740677 40.1849530818417",53006,"","","bus_stop",4
"3046","44.5947986702429 40.1852094762733",53030,"","","School/kindergarten",7
"3047","44.5957498962973 40.1856948798865",53031,"????? ??? 187","School no. 187","School/kindergarten",7
"3048","44.595985973554 40.1872603909614",53035,"??????????? ??? 10","Kindergarten no. 10","School/kindergarten",7
"3049","44.5994245447985 40.187795190143",53039,"""Van""","","restaurant/cafe",6
"3050","44.6005210284343 40.1876357733509",53040,"?????????","Khncoranoc","restaurant/cafe",6
"3051","44.6034076747683 40.1864530029695",53042,"????? ???????????? ???????","Villa restaurant complex","restaurant/cafe",6
"3052","44.6031985469702 40.1869552110967",53043,"?????????","JOVINEZZA Celebration hall","restaurant/cafe",6
"3053","44.5623211591239 40.1896932711498",53046,"??????","Kachkar","playground/attraction",4
"3054","44.5622349208567 40.1933707677428",53050,"","""Nor Zovq""","supermarket/shop(food)",10
"3055","44.5670354279035 40.1904256846772",53052,"Ella","","pub/bar",4
"3056","44.5700903286902 40.1882838006201",53057,"","","bus_stop",4
"3057","44.5709594487276 40.1889734079289",53059,"","","supermarket/shop(food)",10
"3058","44.5661323515483 40.1912751591758",53063,"??????","Lalvar","supermarket/shop(food)",10
"3059","44.5673540603347 40.1910944091314",53065,"","","bus_stop",4
"3060","44.5677079067252 40.1909395977766",53067,"","","bank/atm",10
"3061","44.5677484207445 40.1909652624494",53068,"","","bus_stop",4
"3062","44.567709074535 40.1910535104214",53069,"","","bus_stop",4
"3063","44.5679308685787 40.1910019752666",53070,"","","supermarket/shop(food)",10
"3064","44.5709044718322 40.1912259573321",53079,"?150 ???????? ????? ??????? ??????? ?????","School ?150 AFT Nansen","School/kindergarten",7
"3065","44.5616789535273 40.1941920030152",53084,"?????? ?????????? ???????? ???????","Grigor Lusavorich medical center","healthcare",10
"3066","44.5630554420372 40.194929171227",53085,"","","restaurant/cafe",6
"3067","44.5631283852382 40.1950502820583",53086,"VTB","","bank/atm",10
"3068","44.562615447211 40.1952057702078",53087,"«????? ?????? ??????????» ???????? ???????? ???????????","Policlinic of Grigor Lusavorich medical center","healthcare",10
"3069","44.5635558036504 40.1953045111733",53090,"""VAS""","","supermarket/shop(food)",10
"3070","44.5643350921594 40.1967930189531",53092,"?????????","","restaurant/cafe",6
"3071","44.56845521521 40.1955955182832",53099,"??????????? ??????","Toy Store","mall/shop(non-food)",14
"3072","44.56824950101 40.1960949140395",53100,"""????? ?????""","""Tashir Pizza""","restaurant/cafe",6
"3073","44.5691204176779 40.1940636856595",53102,"","","bus_stop",4
"3074","44.5693966496278 40.1941142578228",53103,"","","bus_stop",4
"3075","44.5714913412073 40.1952007611071",53110,"???? ?????? ?????","Torq Angegh monument","playground/attraction",4
"3076","44.567784892345 40.1965502543677",53114,"Yerevan City","","supermarket/shop(food)",10
"3077","44.5669062501656 40.1986019925819",53118,"""ArdShinbank""","","bank/atm",10
"3078","44.5674425443902 40.1979227754384",53120,"","","bus_stop",4
"3079","44.567837084463 40.1982727113757",53121,"HSBC bank (Nor Nork branch)","","bank/atm",10
"3080","44.5678169622007 40.1983320630761",53124,"""Boom""","","mall/shop(non-food)",14
"3081","44.5693020570284 40.1967395669045",53125,"?????? ????","Anelik bank","bank/atm",10
"3082","44.5715717404252 40.188282290874",53129,"","","beauty_salon",4
"3083","44.5715772201485 40.1893207823455",53130,"?????","Pargev","supermarket/shop(food)",10
"3084","44.5725078747828 40.1891553988566",53131,"","","supermarket/shop(food)",10
"3085","44.5738469035453 40.1879977031429",53132,"School N141","","School/kindergarten",7
"3086","44.5732268863362 40.1897223674626",53138,"","","supermarket/shop(food)",10
"3087","44.5735826191887 40.1901737018282",53140,"???????????","","School/kindergarten",7
"3088","44.5748602930173 40.1885289966581",53143,"52 ?????????","","bus_stop",4
"3089","44.5752282429577 40.189761071029",53144,"142","School No142","School/kindergarten",7
"3090","44.5760784983741 40.1893916706636",53145,"Court of First Instance of Avan and Nor Nork Communities of Yerevan","","state institutions/NGO",4
"3091","44.57187294554 40.1916118168579",53146,"HayPost 0076","","post_office",3
"3092","44.5731730772507 40.1913437123126",53147,"????????? - ??????????????? ??????? ? ????????","KHACHUMYAN - Dental Clinic and Pharmacy","healthcare",10
"3093","44.573210357335 40.1913551035178",53148,"????????? - ??????????????? ??????? ? ????????","KHACHUMYAN - Dental Clinic and Pharmacy","healthcare",10
"3094","44.5735120116074 40.1911924012426",53150,"????????? ??????","Bus Stop","bus_stop",4
"3095","44.5735053640743 40.191272071195",53151,"????????? ??????","Bus Stop","bus_stop",4
"3096","44.5727487131105 40.192166070066",53152,"AlphaPharm","","healthcare",10
"3097","44.5730915102229 40.192190499099",53153,"Tsiatsan","","supermarket/shop(food)",10
"3098","44.5611200217575 40.1999879888794",53156,"","","bank/atm",10
"3099","44.561219555091 40.2000120034171",53157,"HayPost 0056","","post_office",3
"3100","44.5633710201965 40.2000739608849",53158,"","","bus_stop",4
"3101","44.5655551839783 40.2002174988984",53159,"???(???? ????????)","Gay( Hayk Bjshkyanc) statue","playground/attraction",4
"3102","44.5641705207994 40.2006017977914",53160,"Elmiondent","","healthcare",10
"3103","44.561475574947 40.2025480965467",53164,"Dental Policlinic No 2","","healthcare",10
"3104","44.5622774111696 40.2017646986337",53165,"Kindergarden No 251","","School/kindergarten",7
"3105","44.5638317661057 40.2028923139791",53167,"Unibank","","bank/atm",10
